SpendingPattern1,TransactionRisk2,UserBehavior2,SecurityScore,FrequencyFlag2,TransactionRisk1,VendorTypeScore,SpendingPattern2,TransactionVolume,IsFraud
-0.551599533260813,1.37815522427443,-0.0727811733098497,0.133558376740387,-0.311169353699879,2.53634673796914,0.207971241929242,-0.617800855762348,0.0907941719789316,0
1.61272666105479,0.448154078460911,0.26615071205963,-0.00898309914322813,-0.143772296441519,0.16648011335321,-0.114804663102346,1.06523531137287,-0.166974414004614,0
0.624501459424895,0.379779593034328,-1.34016307473609,-0.0553527940384261,-0.165945922763554,1.77320934263119,1.10996937869599,0.066083685268831,0.207642865216696,0
-0.226487263835401,-0.863291275036453,-0.185226008082898,0.0627228487293033,-0.28792374549456,1.79299333957872,-0.684092786345479,0.178228225877303,-0.0549519224713749,0
-0.822842877946363,0.403033933955121,0.877736754848451,0.219422229513348,-1.11966983471731,1.548717846511,-0.237033239362776,0.53819555014995,0.753074431976354,0
1.34126198001957,-0.168252079760302,0.960523044882985,0.253844224739337,-0.137133700217612,1.14110934232219,-0.0581328233640131,0.359893837038039,-0.371407196834471,0
-1.41690724314928,1.20261273673594,0.141003507049326,0.0345074297438413,0.16737196252175,0.0453707735899449,0.00282051247234708,-0.153825826253651,-0.0992543211289237,0
-0.619467796121913,-0.492199018495015,1.41796354547385,-0.33667213576016874,-1.32386521970526,1.0743803763556,-1.2221273453247,0.291474353088705,1.24937617815176,0
-0.705116586646536,-0.271526130088604,0.286157196276544,0.0117473564581996,0.0743553603016731,-0.113192212729871,-0.499767968800267,-0.110452261733098,-0.410430432848439,0
1.01761446783262,-0.222187276738296,1.11959337641566,0.246219304619926,-0.443522816876142,1.04436655157316,-0.540979921943059,0.836389570307029,-0.366845639206541,0
1.1996439495421,-1.37566665499943,-1.17633882535966,0.0428498709381461,-0.0950450453999549,0.913859832832795,0.253414715863197,-0.671439778462005,1.487982377586984,0
-0.259115563735702,-0.0940186259679115,0.616109459176472,0.042472441919027,0.362832368569793,-0.874299702595052,-0.809978925963589,-0.326143233995877,0.30975539423728,0
0.227666231237246,-1.23489868766892,-1.22163680921816,0.0264155490776107,-0.317630527025074,0.383930151282291,0.873936447614439,-0.242681998944186,1.32372927445937,0
-0.773656930526689,2.71252042961718,0.287722129331455,0.0214910583643189,-0.178485175177916,0.828612726634281,0.1240054151819,0.32338724546722,0.460230444301678,0
0.844555470974377,1.76747274389883,-0.327770756658658,-0.16477751177654,-0.734975105820311,1.64175016056605,-0.155868714793874,0.7929439518176,1.1510869876677,0
-0.793980602837221,-1.46864329840046,0.345485415344747,-0.180997500092721,-1.06660368148653,2.05732291276727,-0.279265373246772,-0.770406728847129,0.747730827192802,0
-0.450311279515466,1.28909146962552,-0.0402962145973447,0.092809187460487,-0.468647287707221,1.2673320885949,-0.00921237772707382,0.936707714991982,-0.267975066537173,0
0.32409781346169,-0.727219053596792,0.918966212909322,0.0796923991551505,-0.291896460370468,0.92459077438817,-0.92870926272403,0.277192107214981,-0.737979823596458,0
0.917229867699146,1.73623880012095,-2.039126877250987,0.3611417766281274,-0.479129929276704,1.18630463143652,-0.725480944982201,0.970116716069048,0.345172827050629,0
1.07754241162743,-1.43802587991702,-1.02934573189487,0.0222984359135846,0.0520105153724404,0.45479473374366,0.304241418614353,-0.63204651464934,1.487982377586984,0
1.01915061274695,0.834159299216716,-1.36181910308009,0.0865533980909977,-0.372650997239682,1.02922103956032,0.515663469043577,1.29832870056251,0.568520735086962,0
1.6903299205808,2.10920406774016,0.32846102605212,0.0163706432842991,0.98373941913199,-0.17147905415064,0.402484375627273,0.406773575635315,0.724396314588903,0
0.744785789437272,2.26156923949128,0.502120087854101,-0.0405207055560295,1.12687010488156,-0.0673003143663533,-0.454475291663708,-0.531377250104474,0.922174967079328,0
-0.583199526903095,-0.0926025498576041,0.277665627353681,0.336634446911129,0.0813930875646215,1.18547084217971,0.783130838324676,0.524933232159904,-0.82988060074647,0
-0.0812565147381817,-1.01305733702394,-0.0449005054418194,0.3611417766281274,0.0338977566837455,-0.405570068378956,-0.975667025451307,-0.215745003282808,0.573742508037695,0
